 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
16.71 
1564090336.5
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  40	  66	  42	  69	  44	  68	
 204.8	  84	 134	  79	 131	  83	 138	  88	 135	
 409.6	 167	 267	 157	 262	 165	 275	 175	 269	
 819.2	 333	 533	 314	 522	 329	 550	 349	 537	
1638.4	 665	1064	 624	1043	 658	1098	 696	1073	
3276.8	1327	2125	1253	2084	1314	2193	1390	2142	
