 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.78 
1556527796.41
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  40	  64	  40	  67	  43	  66	
 204.8	  83	 131	  79	 128	  79	 133	  86	 132	
 409.6	 165	 261	 158	 256	 157	 266	 172	 263	
 819.2	 331	 522	 315	 512	 314	 532	 344	 527	
1638.4	 661	1042	 630	1023	 628	1062	 688	1054	
3276.8	1318	2080	1256	2042	1253	2120	1373	2103	
