1554298621,30.63,0.11,327,522,314,511,316,532,346,524
1554303003,30.25,0.13,328,523,314,512,317,533,347,525
1554307400,30.18,0.16,328,522,314,511,316,532,346,524
1554311801,30.03,0.18,328,522,313,511,316,531,346,524
1554316222,30.32,0.18,327,521,313,510,316,530,345,522
1554320648,30.4,0.18,329,522,314,511,317,532,346,524
1554325073,30.18,0.18,328,521,314,510,317,531,346,523
1554329497,29.95,0.18,329,523,315,511,318,533,347,525
1554333977,29.51,0.18,329,523,315,511,318,533,347,525
1554343634,29.73,0.18,329,523,315,511,318,533,347,525
1554348107,29.73,0.18,329,523,315,511,318,533,347,525
1554352573,29.73,0.18,328,522,314,510,317,531,346,523
1554357040,30.1,0.18,328,521,314,509,317,531,346,522
1554361518,30.78,0.18,329,522,314,510,318,531,346,523
1554365992,30.85,0.22,330,524,316,512,319,534,348,526
1554370450,31.01,0.25,330,523,315,511,319,533,348,525
1554374912,30.7,0.29,329,522,315,510,319,532,346,523
1554379374,30.18,0.36,330,522,315,511,319,533,347,524
1554383858,30.25,0.4,330,523,315,511,320,533,348,525
1554388324,30.32,0.44,330,523,315,511,320,533,348,525
1554392761,30.32,0.47,331,524,316,512,320,534,348,526
1554397222,30.18,0.55,333,526,317,514,322,537,350,529
1554401665,29.73,0.55,331,524,316,512,321,534,348,526
1554406126,30.1,0.55,332,525,317,514,322,536,350,528
1554410604,30.03,0.55,331,524,316,512,321,534,348,526
1554415044,30.03,0.55,332,525,317,513,321,536,349,527
1554419528,29.51,0.55,331,524,316,512,320,534,348,525
1554429217,29.8,0.55,331,523,316,512,320,534,348,525
1554433667,29.88,0.55,332,525,317,513,321,536,350,527
1554438150,30.03,0.55,331,525,316,513,321,535,349,526
1554442620,29.95,0.55,331,524,316,512,321,535,349,526
1554447052,30.1,0.55,331,524,316,512,321,535,348,526
1554451483,30.1,0.58,332,525,316,513,321,535,349,526
1554455959,30.32,0.62,331,524,316,512,321,535,349,526
1554460417,30.32,0.65,331,524,316,512,321,535,349,526
1554464851,30.32,0.69,332,524,316,512,321,535,349,526
1554469207,29.15,0.76,332,525,317,512,322,535,349,526
1554473631,30.47,0.8,333,526,317,514,323,537,350,528
1554478092,30.4,0.84,333,526,318,514,323,537,350,528
1554482507,30.18,0.87,333,525,317,513,322,536,350,527
1554486937,30.25,0.91,332,525,317,512,322,535,349,527
1554491346,30.18,0.91,332,525,317,513,322,536,350,527
1554495795,30.25,0.91,332,525,317,513,322,536,349,527
1554500200,30.18,0.91,333,526,318,514,323,537,350,528
1554504635,30.1,0.91,332,525,317,513,322,536,349,527
1554505527,28.86,0.91,334,528,319,516,324,539,352,531
1554515226,29.95,0.91,332,525,317,513,322,536,349,527
1554519636,30.03,0.91,333,527,318,515,323,538,351,529
1554524076,30.03,0.91,334,527,318,515,323,538,351,529
1554528533,30.03,0.91,333,527,318,514,323,537,350,529
1554532973,30.03,0.91,333,527,318,514,323,538,351,529
1554537390,29.95,0.91,332,524,316,512,321,535,348,526
1554541800,30.1,0.91,332,525,317,512,322,535,349,527
1554546241,29.95,0.91,333,527,318,514,323,538,351,529
1554550643,30.1,0.91,332,525,317,512,322,535,349,526
1554555028,30.1,0.91,332,524,316,512,321,535,349,526
1554559452,30.03,0.91,333,527,318,514,323,538,350,529
1554563852,30.03,0.91,332,524,316,512,321,535,349,526
1554568264,30.03,0.91,332,525,317,512,322,535,349,526
1554572668,29.95,0.91,332,525,317,513,322,535,349,527
1554577096,29.8,0.91,332,525,317,513,322,536,349,527
1554581569,29.88,0.91,333,527,318,514,323,538,351,529
1554585986,29.88,0.91,333,525,317,513,322,536,350,527
1554590418,29.88,0.91,332,524,317,512,321,535,349,526
1554594857,29.51,0.91,333,526,317,513,322,536,350,527
1554604550,29.8,0.91,332,525,317,513,322,536,349,527
1554609019,29.88,0.91,334,527,318,514,323,538,351,529
1554617902,29.95,0.91,332,524,317,512,321,535,349,526
1554622356,30.03,0.91,332,525,317,513,322,536,349,527
1554631174,29.95,0.91,332,525,317,513,322,536,349,527
1554635619,29.88,0.91,332,525,317,513,322,536,349,527
1554640045,29.88,0.91,332,525,317,512,321,535,349,526
1554644507,29.73,0.91,333,526,318,514,323,537,350,528
1554648951,29.8,0.91,332,524,317,512,321,535,349,526
1554653416,29.66,0.91,334,527,318,515,323,538,351,529
1554657891,29.73,0.91,332,524,317,512,322,535,349,526
1554662296,29.66,0.91,333,525,317,513,322,536,349,527
1554666749,29.66,0.91,334,527,318,515,323,538,351,529
1554671191,29.8,0.91,333,526,318,514,323,537,350,528
1554675610,29.73,0.91,333,526,317,513,322,536,350,528
1554680067,29.44,0.91,333,526,318,514,323,537,350,528
1554689765,29.73,0.91,332,525,317,513,322,536,350,527
1554694252,29.88,0.91,333,526,317,513,322,536,350,527
1554698673,29.88,0.91,333,526,318,514,323,537,350,528
1554703128,30.03,0.91,332,525,317,512,322,535,349,526
1554707611,30.1,0.91,334,527,318,514,323,538,351,529
1554712044,30.25,0.95,332,525,317,513,322,536,349,527
1554716489,30.25,0.99,333,525,317,513,322,536,349,527
1554720948,30.47,1.03,332,525,317,513,322,536,349,527
1554725376,30.85,1.12,333,525,317,512,322,536,349,527
1554729817,30.55,1.16,333,526,317,513,323,537,350,528
1554743094,30.4,1.33,334,528,318,515,324,539,352,530
1554747564,30.32,1.33,334,527,318,515,324,538,351,529
1554751981,30.25,1.33,334,528,319,516,325,540,352,531
1554756403,30.03,1.33,335,528,319,516,325,540,352,531
1554760810,30.03,1.33,335,528,319,515,324,539,352,530
1554765243,29.66,1.33,335,528,319,516,325,540,352,531
1554774929,29.95,1.33,335,529,319,516,325,540,352,532
1554779386,29.95,1.33,334,527,318,514,321,538,350,529
1554783811,29.88,1.33,334,527,318,514,324,538,351,529
1554788241,29.95,1.33,333,526,318,514,323,537,350,528
1554792723,30.32,1.33,334,527,318,515,324,538,351,529
1554797114,30.03,1.37,334,528,319,515,324,539,352,530
1554801568,29.95,1.42,335,528,319,515,324,539,351,530
1554805995,30.03,1.47,335,529,319,516,325,540,352,531
1554810401,30.03,1.52,335,529,319,516,325,540,352,531
1554814842,29.88,1.61,335,528,319,515,325,540,352,530
1554819293,29.95,1.66,335,528,319,516,325,540,352,531
1554823654,29.8,1.71,335,529,319,516,325,541,352,531
1554828053,29.95,1.76,335,529,319,516,325,540,352,531
1554832462,29.88,1.8,335,529,319,516,325,540,352,531
1554836894,29.88,1.8,334,528,319,515,324,539,351,530
1554841311,29.58,1.8,334,528,318,515,324,539,351,530
1554845750,29.44,1.8,335,528,319,515,325,540,352,530
1554850151,29.58,1.8,334,527,318,514,324,538,351,529
1554851044,28.58,1.8,335,528,319,515,325,540,352,530
1554860755,29.66,1.8,335,528,319,515,325,540,352,530
1554865174,29.73,1.8,335,529,319,516,325,541,352,532
1554869551,29.73,1.8,335,528,319,515,325,540,351,530
1554873941,29.73,1.8,334,527,318,514,324,538,351,529
1554878353,30.03,1.8,334,527,318,514,324,538,350,528
1554882739,29.29,1.8,335,529,319,516,325,541,352,531
1554887146,30.1,1.89,335,528,318,515,325,539,351,530
1554891517,30.03,1.94,334,527,318,514,324,538,350,529
1554895923,30.1,1.98,334,527,318,514,324,538,350,529
1554900373,30.25,2.03,334,528,318,515,325,539,351,529
1554904792,30.25,2.08,335,528,318,515,325,539,351,530
1554913633,30.4,2.21,335,528,319,515,325,540,352,530
1554918067,30.4,2.26,335,529,319,516,325,540,352,531
1554922436,30.25,2.26,334,528,318,515,325,539,351,530
1554926826,30.1,2.26,335,528,318,515,325,539,351,530
1554931125,28.65,2.26,337,531,321,518,327,543,354,534
1554935502,29.95,2.26,335,528,318,515,325,540,351,530
1554939913,29.8,2.26,335,528,318,515,325,539,351,530
1554949603,29.95,2.26,335,529,319,516,326,541,352,531
1554954038,29.95,2.26,335,528,319,515,325,540,351,530
1554958430,30.03,2.26,334,516,318,514,324,539,351,529
1554962860,29.88,2.26,336,530,319,517,326,541,352,532
1554967300,30.4,2.26,335,528,318,515,325,539,351,530
1554971697,30.4,2.3,336,530,320,517,326,542,353,532
1554976109,30.4,2.35,334,527,318,514,324,538,350,529
1554980527,30.47,2.44,335,529,319,516,326,541,352,531
1554984925,30.47,2.49,334,528,318,514,325,539,351,529
1554989334,30.47,2.54,336,530,319,516,326,541,352,532
1554993801,30.4,2.58,335,529,319,516,326,541,352,531
1554998327,30.32,2.63,334,527,317,513,324,538,350,528
1555002789,30.25,2.72,336,530,319,516,326,542,352,532
1555007144,30.32,2.72,334,527,318,514,324,538,350,529
1555011561,30.03,2.72,335,529,319,516,326,541,352,531
1555015985,29.88,2.72,335,528,318,515,325,540,351,530
1555020398,29.95,2.72,336,530,319,516,326,542,353,532
1555024787,29.58,2.72,335,528,318,515,325,540,351,530
1555034521,29.73,2.72,335,528,318,515,325,540,351,530
1555038919,29.73,2.72,335,529,319,516,326,541,352,531
1555047829,30.03,2.72,334,527,318,514,325,539,351,529
1555052272,30.1,2.72,332,529,319,516,326,541,352,531
1555056720,30.18,2.77,334,528,318,515,325,539,351,530
1555061131,30.1,2.82,336,530,319,516,326,542,352,532
1555065572,29.88,2.86,334,527,318,514,324,539,350,529
1555069985,30.03,2.91,334,527,318,514,324,538,350,529
1555074387,30.1,3,336,529,319,516,326,541,352,532
1555078838,30.32,3.05,336,530,319,516,326,542,352,532
1555083284,30.47,3.09,336,530,319,516,326,542,352,532
1555087719,30.47,3.14,334,527,318,514,324,539,350,529
1555092186,30.63,3.18,334,527,317,514,324,539,350,529
1555096624,30.47,3.18,334,526,317,513,324,538,350,528
1555101048,30.25,3.18,334,527,318,514,324,539,350,529
1555105469,30.1,3.18,336,530,319,517,326,542,353,532
1555109895,30.03,3.18,335,529,319,516,326,541,352,531
1555110786,28.86,3.18,334,528,318,514,325,539,351,530
1555120520,29.8,3.18,335,529,319,515,325,540,351,531
1555124942,29.95,3.18,335,529,319,515,325,540,351,531
1555129376,29.88,3.18,334,528,318,514,325,539,350,529
1555133800,29.73,3.18,335,529,319,516,325,541,352,531
1555138206,29.73,3.18,334,528,318,515,325,539,351,530
1555142622,29.8,3.18,335,529,318,515,325,540,352,531
1555147038,29.8,3.18,334,527,318,514,324,539,350,529
1555151468,29.8,3.18,334,527,318,514,324,539,350,529
1555155859,29.58,3.18,336,530,319,517,326,542,353,532
1555160276,29.88,3.18,335,529,319,515,325,541,351,531
1555164667,29.66,3.18,336,529,319,516,326,541,352,531
1555169091,29.88,3.18,334,527,317,514,324,539,350,529
1555173486,29.8,3.18,335,528,318,514,325,539,351,530
1555177875,29.8,3.18,336,530,319,516,326,542,352,532
1555182302,29.8,3.18,335,529,319,515,325,540,352,531
1555186770,29.8,3.18,335,528,318,515,325,540,351,530
1555191154,29.37,3.18,336,529,319,516,326,541,352,532
1555195591,29.73,3.18,335,529,319,516,325,541,352,531
1555200042,29.37,3.18,335,529,318,515,325,540,351,530
1555209817,29.58,3.18,336,530,319,516,326,542,352,532
1555214252,29.58,3.18,335,529,319,515,325,541,351,531
1555218649,29.29,3.18,335,529,318,515,325,540,351,530
1555223087,29.66,3.18,336,530,319,517,326,542,352,532
1555227544,29.66,3.18,336,530,319,517,326,542,353,532
1555231990,29.66,3.18,336,530,320,517,327,542,353,533
1555236435,29.66,3.18,335,529,319,516,326,541,352,531
1555240881,29.66,3.18,336,530,319,517,326,542,353,532
1555245289,29.66,3.18,336,529,319,516,326,541,352,531
1555249725,29.73,3.18,336,530,319,517,326,542,353,533
1555254158,29.51,3.18,336,530,319,516,326,542,352,532
1555258601,29.15,3.18,338,534,322,520,329,546,355,537
1555263074,29.73,3.18,334,527,318,514,324,539,350,529
1555267526,29.73,3.18,334,527,318,514,324,539,350,529
1555271902,29.73,3.18,335,529,318,515,325,540,352,531
1555276340,29.66,3.18,334,527,317,513,324,538,350,528
1555280760,29.73,3.18,335,529,319,516,326,541,352,531
1555285205,29.29,3.18,335,528,318,514,324,539,350,529
1555294997,29.73,3.18,335,528,318,515,325,540,351,530
1555299441,29.73,3.18,335,528,318,515,324,539,351,530
1555303840,29.8,3.18,334,527,317,513,324,538,350,528
1555308306,29.95,3.18,336,529,319,516,326,541,352,531
1555312735,29.58,3.18,335,528,318,514,325,540,351,530
1555317189,30.32,3.23,334,527,317,513,324,538,350,528
1555321705,30.63,3.28,336,529,319,516,326,541,352,532
1555326193,30.55,3.39,334,527,317,514,324,538,350,529
1555330687,30.78,3.44,334,528,318,514,325,539,350,529
1555339497,31.78,3.54,334,528,318,514,325,539,350,529
1555343954,32.25,3.59,334,527,317,513,324,538,349,528
1555348416,32.25,3.69,333,525,316,512,323,537,348,526
1555352872,32.17,3.69,333,526,317,513,324,538,349,527
1555357327,32.09,3.69,333,526,316,513,324,538,349,527
1555361786,31.7,3.69,333,526,316,512,323,537,348,526
1555366244,31.78,3.69,333,526,316,512,323,537,349,527
1555370714,31.62,3.69,333,526,316,512,323,537,348,526
1555380244,31.16,3.69,334,527,317,514,324,539,350,528
1555384702,31.47,3.69,334,527,317,513,324,538,349,527
1555389157,31.47,3.69,333,526,317,513,324,538,349,527
1555393616,31.55,3.69,334,528,318,515,325,540,350,529
1555398076,31.78,3.69,334,527,317,513,324,538,349,528
1555402519,31.62,3.74,333,526,316,512,323,537,348,527
1555406956,31.7,3.79,333,525,316,511,323,536,348,526
1555413302,30.32,3.89,334,528,317,514,325,539,350,529
1555417699,30.18,3.94,335,529,318,515,326,540,351,530
1555422111,30.7,3.99,335,529,318,516,326,541,352,532
1555426477,30.55,4.05,333,526,316,512,324,538,349,527
1555430883,30.47,4.15,335,528,318,515,325,540,351,530
1555435316,30.47,4.2,334,527,317,514,325,539,350,529
1555439679,30.4,4.2,333,526,316,513,324,538,349,527
