 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
8.47 
1560260136.61
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   6	   8	   5	   9	   6	   8	
  25.6	  11	  17	  11	  16	  10	  17	  11	  16	
  51.2	  22	  33	  21	  32	  20	  34	  22	  32	
 102.4	  43	  65	  41	  64	  40	  67	  43	  64	
 204.8	  85	 129	  82	 124	  80	 133	  86	 127	
 409.6	 169	 258	 163	 254	 159	 266	 171	 254	
 819.2	 338	 515	 326	 508	 318	 532	 342	 507	
1638.4	 675	1029	 650	1014	 634	1062	 682	1013	
3276.8	1347	2053	1297	2025	1265	2119	1360	2020	
