 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.88 
1554585986.52
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  66	
 204.8	  84	 132	  80	 129	  81	 135	  88	 132	
 409.6	 167	 263	 159	 257	 161	 268	 175	 264	
 819.2	 333	 525	 317	 513	 322	 536	 350	 527	
1638.4	 663	1048	 633	1024	 643	1069	 697	1052	
3276.8	1325	2094	1264	2045	1283	2136	1391	2101	
