 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
7.49 
1563219455.44
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   6	   8	   5	   9	   6	   8	
  25.6	  11	  17	  11	  16	  10	  17	  11	  16	
  51.2	  22	  33	  21	  32	  20	  34	  22	  32	
 102.4	  43	  65	  41	  64	  40	  67	  43	  64	
 204.8	  84	 129	  81	 127	  80	 134	  85	 127	
 409.6	 168	 258	 162	 254	 159	 267	 169	 254	
 819.2	 336	 516	 322	 507	 318	 534	 338	 507	
1638.4	 670	1029	 643	1011	 633	1065	 674	1009	
3276.8	1338	2056	1284	2021	1266	2129	1347	2018	
