 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.41 
1557034245.74
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  40	  65	  40	  67	  43	  66	
 204.8	  83	 131	  79	 129	  79	 134	  86	 132	
 409.6	 165	 261	 157	 256	 157	 266	 172	 264	
 819.2	 330	 522	 314	 512	 314	 532	 344	 528	
1638.4	 660	1044	 628	1024	 628	1065	 688	1056	
3276.8	1314	2081	1252	2041	1251	2121	1370	2103	
