 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
33.80 
1558036013.55
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  41	  66	  39	  64	  39	  67	  43	  66	
 204.8	  82	 131	  78	 128	  78	 133	  86	 132	
 409.6	 164	 261	 156	 256	 157	 266	 172	 264	
 819.2	 327	 520	 311	 510	 312	 531	 342	 526	
1638.4	 654	1042	 622	1021	 624	1063	 685	1054	
3276.8	1307	2082	1242	2040	1247	2123	1367	2105	
